id,amount_requested,amount_funded_by_investor,interest_rate,loan_length,loan_purpose,debt_to_income_ratio,home_ownership,monthly_income,open_credit_lines,revolving_credit_balance,inquiries_in_last_six_mths,employment_length
2578,13000,8113.74,0.1,36,small_business,0.16,MORTGAGE,3500,6,0,1,1
73765,5000,5000,0.16,60,other,0.12,RENT,5416.67,7,8745,1,4
36519,6000,5994,0.12,36,credit_card,0.12,RENT,2500,6,9482,0,2
90239,10050,10050,0.14,36,debt_consolidation,0.06,RENT,2916.67,9,7413,1,6
45980,4800,4800,0.08,NA,debt_consolidation,0.19,RENT,1887,12,6813,3,1
55803,14400,14400,0.11,36,debt_consolidation,0.06,MORTGAGE,6833.33,15,10017,0,10
98051,11625,11625,0.15,36,debt_consolidation,0.17,RENT,2833.33,8,17469,0,10
62884,18200,18200,0.1,36,credit_card,0.08,RENT,4750,13,16184,2,3
16406,20000,19875,0.13,36,debt_consolidation,0.16,MORTGAGE,9160,9,32392,1,10
37065,9600,9575,0.17,60,credit_card,0.13,RENT,3333.33,7,13648,1,10
4644,9000,9000,0.12,36,car,0,RENT,4833,6,0,1,4
57169,35000,35000,0.18,60,debt_consolidation,0.28,RENT,8083.33,15,29300,0,10
33050,1900,1900,0.08,36,debt_consolidation,0.19,MORTGAGE,6000,12,18397,2,10
46324,20000,19896.51,0.14,36,debt_consolidation,0.15,RENT,5166.67,8,12394,1,6
20367,2400,2400,0.1,36,wedding,0.1,MORTGAGE,3166.67,6,2174,0,1
36837,4500,4500,0.12,36,debt_consolidation,0.16,MORTGAGE,3333.33,15,11963,0,6
68829,12000,12000,0.12,36,debt_consolidation,0.19,MORTGAGE,8750,10,32028,1,4
694,10000,8175.26,0.09,36,debt_consolidation,0.06,MORTGAGE,7500,16,18343,0,7
61873,11575,11575,0.08,36,debt_consolidation,0.17,MORTGAGE,2833.33,8,5654,0,10
94081,20000,20000,0.07,36,credit_card,0.22,MORTGAGE,8161.33,14,27904,1,8
101622,6000,3475,0.15,36,debt_consolidation,0.1,RENT,6500,6,4103,0,1
21900,2800,2800,0.1,36,debt_consolidation,0.2,RENT,3250,4,8717,0,5
70285,6000,6000,0.14,36,credit_card,0.1,RENT,4250,6,5815,1,3
16069,20000,14750,0.07,36,debt_consolidation,0.15,RENT,9208,10,20965,0,3
57923,22000,22000,0.14,60,debt_consolidation,0.18,MORTGAGE,6083.33,9,20181,0,8
99914,10000,10000,0.13,36,debt_consolidation,0.2,RENT,5416.67,9,8066,0,10
100662,9450,9450,0.12,36,credit_card,0.12,MORTGAGE,4666.67,13,17639,2,10
20530,10400,10325,0.08,36,debt_consolidation,0.13,MORTGAGE,6354,10,19656,3,10
20329,15875,15818.07,0.15,60,debt_consolidation,0.22,RENT,3000,5,14289,2,2
53424,18000,18000,0.12,60,other,0.15,MORTGAGE,8333.33,7,4038,0,5
47764,8000,8000,0.09,36,other,0.03,RENT,5000,8,5540,0,2
94950,12000,12000,0.14,36,moving,0.2,RENT,4166.67,8,14163,0,2
15213,20000,12150,0.07,60,debt_consolidation,0.12,OWN,5000,9,7960,2,10
38976,10000,10000,0.17,36,debt_consolidation,0.19,RENT,2916.67,9,7565,3,4
40113,24500,23475,0.19,60,debt_consolidation,0.23,RENT,4497,13,18906,0,10
71538,10000,10000,0.12,36,debt_consolidation,0.2,RENT,6250,17,16348,0,5
48972,3600,3600,0.08,36,credit_card,0.26,MORTGAGE,4166.67,19,25,2,3
31876,12000,12000,0.17,60,debt_consolidation,0.07,MORTGAGE,5445,8,4904,0,9
48894,6950,6950,0.11,36,credit_card,0.21,OWN,4583.33,7,18814,0,10
74320,8525,8525,0.1,36,debt_consolidation,0.26,MORTGAGE,4583.33,8,31398,0,10
65600,5000,5000,0.14,36,credit_card,0.29,RENT,2750,14,5957,2,3
38529,4800,4800,0.18,60,debt_consolidation,0.14,RENT,3750,13,16302,0,10
18088,6000,6000,0.13,36,debt_consolidation,0.21,MORTGAGE,5000,11,4363,3,10
47960,4000,4000,0.19,60,small_business,0.09,RENT,3700,19,2177,2,2
48295,14000,14000,0.06,36,debt_consolidation,0.15,RENT,7500,12,16648,0,10
46245,23500,23450,0.15,36,debt_consolidation,0.19,RENT,4000,7,20542,0,n/a
13454,2500,2500,0.16,36,major_purchase,0.24,MORTGAGE,1500,10,2684,3,1
16524,2000,2000,0.06,36,major_purchase,0.03,RENT,1600,9,736,0,3
92631,24000,23925,0.16,60,credit_card,0.12,MORTGAGE,7800,11,20676,3,2
14193,12800,12800,0.11,60,debt_consolidation,0.07,MORTGAGE,4166.67,7,11992,1,1
51829,8000,8000,0.08,36,wedding,0.22,RENT,5166.67,5,0,0,1
31000,3000,3000,0.1,36,credit_card,0.21,OWN,2333.33,10,3168,1,1
86532,7000,7000,0.08,36,credit_card,0.01,RENT,12500,4,5093,0,7
8102,18000,17975,0.13,36,credit_card,0.06,MORTGAGE,8333.33,13,14838,0,10
3112,9000,5975,0.14,36,debt_consolidation,0.08,MORTGAGE,4167,7,19696,1,3
31448,11000,11000,0.11,36,debt_consolidation,0.04,MORTGAGE,6666.67,11,4124,0,4
51408,6000,6000,0.08,36,major_purchase,0.15,RENT,4416.67,10,2928,0,2
6646,6500,6475,0.08,36,debt_consolidation,0.18,RENT,1500,5,2816,0,2
87572,19500,19500,0.18,36,credit_card,0.1,RENT,10000,16,14957,1,2
33225,16000,16000,0.17,60,major_purchase,0.19,RENT,7000,7,5231,1,10
93794,18000,17950,0.14,60,debt_consolidation,0.14,MORTGAGE,12916.67,11,14890,2,10
54455,30000,29975,0.23,60,debt_consolidation,0.17,MORTGAGE,7083.33,21,56145,1,10
93742,10000,10000,0.14,36,debt_consolidation,0.06,RENT,8750,14,11394,0,3
12860,16000,15900,0.16,60,debt_consolidation,0.13,MORTGAGE,5427.42,11,19407,1,5
41993,35000,35000,0.18,36,debt_consolidation,0.12,MORTGAGE,13333.33,12,21393,1,10
18447,8000,8000,0.14,36,wedding,0.1,RENT,7758.33,6,12110,1,2
71782,14500,14500,0.13,36,debt_consolidation,0.28,MORTGAGE,5988.67,12,18020,2,10
7789,12000,11925,0.11,36,other,0.19,RENT,5000,9,11779,0,1
19675,4500,4500,0.13,36,car,0.01,RENT,11500,5,1847,1,1
5858,16500,16350,0.12,36,debt_consolidation,0.17,RENT,4810.08,7,24351,1,3
43307,10000,10000,0.1,36,debt_consolidation,0.14,MORTGAGE,3666.67,9,17161,0,1
88490,35000,35000,0.19,60,credit_card,0.13,MORTGAGE,9166.67,7,26633,0,1
101891,21000,6165.31,0.11,36,home_improvement,0.21,OWN,18333.33,31,270800,5,2
102234,8400,6725,0.15,36,debt_consolidation,0.16,RENT,7083.33,7,14578,3,1
65443,6000,6000,0.08,36,credit_card,0.09,OWN,1750,14,5056,0,6
47597,12000,12000,0.19,36,debt_consolidation,0.15,OWN,4166.67,3,6309,0,6
30397,12100,12100,0.17,36,small_business,0.11,MORTGAGE,6166.67,5,2081,0,4
92868,25000,25000,0.14,36,home_improvement,0.05,MORTGAGE,6833.33,5,8811,0,8
89683,16000,15925,0.06,36,debt_consolidation,0.14,MORTGAGE,7333.33,11,71838,1,10
48006,27000,27000,0.18,36,home_improvement,0.22,MORTGAGE,8583.33,9,6658,1,8
66892,12250,12250,0.19,36,debt_consolidation,0.17,OWN,2916.67,7,10523,0,7
79618,10000,10000,0.18,36,debt_consolidation,0.23,RENT,2500,12,12938,2,4
55180,9175,9175,0.14,36,credit_card,0.19,MORTGAGE,7083.33,8,25639,0,8
75159,14075,14075,0.15,36,debt_consolidation,0.26,OWN,4000,13,11907,2,5
48624,13100,13100,0.19,36,debt_consolidation,0.23,RENT,7968.75,19,19607,1,10
75022,14675,14675,0.09,36,debt_consolidation,0.15,MORTGAGE,4000,6,12764,0,7
5733,5000,4900,0.11,36,major_purchase,0.03,RENT,3200,6,2650,2,3
92795,18000,18000,0.13,36,debt_consolidation,0.27,MORTGAGE,4166.67,11,16680,0,10
94514,12000,12000,0.08,36,debt_consolidation,0.15,RENT,5666.67,7,12094,0,10
83906,19400,19400,0.14,36,debt_consolidation,0.16,MORTGAGE,4583.33,12,12434,0,7
93318,18000,18000,0.12,36,debt_consolidation,0.19,RENT,3333.33,15,26573,0,10
62203,12000,12000,0.18,36,debt_consolidation,0.1,MORTGAGE,7500,11,15866,0,7
60969,8000,8000,0.13,36,debt_consolidation,0.26,MORTGAGE,4166.67,15,11500,0,1
94593,23750,23750,0.2,60,debt_consolidation,0.14,RENT,8333.33,12,10549,3,2
12932,7500,7475,0.16,36,debt_consolidation,0.11,MORTGAGE,5000,8,8257,0,2
37813,5500,5500,0.13,36,debt_consolidation,0.21,RENT,1666.67,7,5056,1,1
70028,16950,16950,0.17,60,debt_consolidation,0.27,MORTGAGE,3583.33,7,12588,3,10
80138,3000,2950,0.11,36,major_purchase,0.28,MORTGAGE,4333.33,6,6346,0,5
26033,1600,1600,0.13,36,debt_consolidation,0.12,RENT,3200,5,1214,0,6
26950,6000,6000,0.07,36,home_improvement,0.15,MORTGAGE,5833.33,12,7961,0,9
86660,7350,7350,0.12,36,debt_consolidation,0.2,OWN,3355.05,19,11626,3,10
97487,12825,12825,0.18,36,debt_consolidation,0.24,MORTGAGE,3416.67,15,8539,1,10
88522,24000,23975,0.21,60,debt_consolidation,0.24,MORTGAGE,6500,17,36555,3,6
64166,10000,10000,0.18,60,debt_consolidation,0.16,RENT,4104.67,5,7597,0,5
68487,5500,5500,0.14,36,debt_consolidation,0.28,OWN,1541.67,5,10481,1,n/a
15014,17500,17500,0.15,36,debt_consolidation,0.09,RENT,9519.75,9,31279,0,10
98373,10000,10000,0.13,36,credit_card,0.19,MORTGAGE,7500,11,14426,1,9
17664,20000,16275,0.06,36,debt_consolidation,0.12,MORTGAGE,8083.33,13,29813,1,10
31943,11600,11600,0.07,36,debt_consolidation,0.09,RENT,5833.33,8,2671,1,1
29365,12000,12000,0.14,60,debt_consolidation,0.13,RENT,4166.67,8,2316,1,3
1800,13000,6770.1,0.11,36,small_business,0.14,MORTGAGE,7666.67,8,9551,0,9
57003,8575,8550,0.17,36,debt_consolidation,0.1,RENT,2500,6,8807,2,7
66296,6100,6100,0.14,36,credit_card,0.1,RENT,6666.67,10,5665,2,2
49473,14000,14000,0.15,36,credit_card,0.14,MORTGAGE,5000,5,11249,2,10
92016,10500,10500,0.14,36,debt_consolidation,0.2,MORTGAGE,5666.67,7,11301,0,10
82922,19600,19525,0.21,60,small_business,0.1,RENT,4170,8,11669,0,4
98272,15000,15000,0.16,36,credit_card,0.1,RENT,3333.33,11,10108,0,4
94925,8000,8000,0.17,36,other,0.05,MORTGAGE,5833.33,11,12484,1,10
70905,20000,20000,0.21,36,debt_consolidation,0.27,MORTGAGE,7750,15,26976,0,2
6723,11000,10969.64,0.13,36,debt_consolidation,0.19,RENT,3500,6,6811,1,2
102775,6000,5905.66,0.18,36,credit_card,0.07,RENT,4166.67,5,3433,1,2
84633,12000,12000,0.11,36,debt_consolidation,0.03,MORTGAGE,10833.33,12,11941,0,2
58263,17000,17000,0.13,36,debt_consolidation,0.17,RENT,5083.33,10,8890,0,7
69300,6250,6250,0.08,36,debt_consolidation,0.08,RENT,1916.67,6,3295,0,1
76916,27825,27825,0.24,60,debt_consolidation,0.13,RENT,6250,16,27093,1,4
97076,30000,30000,0.15,36,debt_consolidation,0.15,RENT,8333.33,21,29060,1,8
2746,4200,3969.9,0.14,36,home_improvement,0.05,MORTGAGE,1558.42,6,2255,1,1
95637,3800,3800,0.22,36,small_business,0.08,RENT,4333.33,6,4843,2,7
53567,2000,2000,0.15,36,moving,0.21,RENT,2766.67,5,2162,3,1
77867,6000,6000,0.14,36,debt_consolidation,0.24,RENT,4000,12,24934,1,10
65121,21000,21000,0.19,60,debt_consolidation,0.16,RENT,8416.67,8,8764,2,5
41900,2500,2500,0.13,36,credit_card,0.06,RENT,5416.67,8,15373,0,6
33269,2400,2400,0.17,36,other,0.17,RENT,2700,3,3418,1,3
48581,13000,13000,0.11,36,credit_card,0.15,RENT,2166.67,4,11101,0,3
52893,4800,4800,0.15,36,credit_card,0.14,RENT,5000,8,7391,0,2
36929,17475,17475,0.1,36,credit_card,0.18,RENT,3333.33,15,17261,1,2
57431,16450,16400,0.22,60,debt_consolidation,0.26,MORTGAGE,2833.33,23,12670,2,5
40879,14000,14000,0.15,36,debt_consolidation,0.03,MORTGAGE,8750,6,9035,1,10
57586,2500,2500,0.17,36,other,0.11,MORTGAGE,5833.33,8,14122,0,8
62177,8000,8000,0.18,36,debt_consolidation,0.14,RENT,4166.67,10,9425,2,4
6020,5000,5000,0.13,36,debt_consolidation,0.21,RENT,3108.33,8,0,0,2
73741,15000,15000,0.13,36,debt_consolidation,0.13,RENT,9000,19,11016,0,1
32694,25000,24814.89,0.13,60,wedding,0.04,MORTGAGE,22916.67,13,34069,0,10
71766,3000,2975,0.09,36,debt_consolidation,0.32,RENT,1000,7,9730,0,n/a
83373,6000,6000,0.08,36,credit_card,0.34,RENT,4116.67,16,33746,0,1
37504,7800,7800,0.11,36,debt_consolidation,0.07,MORTGAGE,4000,6,11063,2,9
95455,25000,25000,0.08,36,debt_consolidation,0.19,MORTGAGE,7083.33,17,47504,0,9
63,18500,3100,0.15,36,credit_card,0.05,RENT,7500,8,22379,0,1
26789,12000,12000,0.13,60,home_improvement,0.17,MORTGAGE,9166.67,11,25165,0,2
28032,5000,5000,0.16,36,debt_consolidation,0.05,MORTGAGE,2416.67,5,1620,0,6
24454,2500,2500,0.11,60,other,0.02,OWN,3958,4,3417,0,2
44163,16000,16000,0.16,60,debt_consolidation,0.06,MORTGAGE,5083.33,7,8729,1,10
89884,25000,25000,0.15,60,debt_consolidation,0.04,RENT,5666.67,6,11079,0,3
28601,2000,2000,0.17,36,other,0.12,RENT,3400,3,747,3,10
99913,2200,2200,0.1,36,major_purchase,0.24,MORTGAGE,3400,6,1453,0,5
7880,14000,13825,0.1,36,debt_consolidation,0.09,MORTGAGE,8333.33,8,40267,1,10
64020,3000,3000,0.13,36,debt_consolidation,0.32,MORTGAGE,2583.33,13,6683,0,1
36527,11425,11400,0.1,36,debt_consolidation,0.19,MORTGAGE,4750,9,6359,3,8
72604,17325,17325,0.17,60,debt_consolidation,0.3,RENT,3750,13,31362,1,9
29547,5425,5425,0.08,36,debt_consolidation,0.21,MORTGAGE,6333.33,21,25996,3,10
49950,20000,20000,0.23,60,debt_consolidation,0.02,RENT,12500,5,5407,0,5
34331,3300,3300,0.12,36,car,0.04,RENT,3730,7,3675,1,1
94232,2000,2000,0.17,36,home_improvement,0.21,MORTGAGE,3750,10,1371,1,7
98787,26500,26500,0.13,36,home_improvement,0.14,RENT,5833.33,8,64504,2,5
52440,17975,17975,0.19,36,debt_consolidation,0.19,RENT,4833.33,10,17448,0,7
2443,15000,14925.21,0.13,36,debt_consolidation,0.14,RENT,4458.33,15,7701,1,6
52407,16400,16350,0.14,60,debt_consolidation,0.24,RENT,3500,11,16693,1,5
46391,13500,13500,0.14,60,debt_consolidation,0.13,MORTGAGE,8833.33,11,18978,0,2
32183,12000,12000,0.15,36,debt_consolidation,0.04,RENT,7083.33,7,6040,1,2
52061,16750,16750,0.21,60,debt_consolidation,0.22,RENT,2833.33,12,7903,0,3
5531,8000,8000,0.12,36,major_purchase,0.01,RENT,1125,2,707,0,2
51087,10000,10000,0.1,36,debt_consolidation,0.14,MORTGAGE,5416.67,8,10560,0,3
11132,10000,10000,0.15,36,debt_consolidation,0.11,RENT,7083,13,11890,0,3
7752,5525,5525,0.14,36,credit_card,0.21,MORTGAGE,6620,8,37573,2,10
30788,17200,17200,0.2,60,home_improvement,0.1,RENT,3666.67,4,2117,3,2
77919,19600,19575,0.16,36,other,0.29,RENT,4166.67,17,22053,1,3
4841,4000,4000,0.11,36,debt_consolidation,0.23,MORTGAGE,3833.33,9,0,0,2
48151,13000,13000,0.13,36,debt_consolidation,0.11,RENT,5000,3,11090,1,1
2885,8000,7850,0.1,36,house,0,RENT,4250,4,132,3,5
647,25000,5640.7,0.1,36,home_improvement,0.1,MORTGAGE,7916.67,23,16386,0,4
9495,20000,19900,0.1,36,wedding,0.11,RENT,7083.33,14,18196,0,3
92367,27575,27575,0.17,60,debt_consolidation,0.18,MORTGAGE,7833.33,20,28055,2,7
100674,24000,24000,0.14,36,debt_consolidation,0.16,MORTGAGE,7500,5,2426,0,10
62867,7000,7000,0.18,36,wedding,0.16,RENT,5000,11,13665,1,5
32444,12000,11975,0.17,60,debt_consolidation,0.11,MORTGAGE,3500,6,26874,0,10
33119,14000,14000,0.19,60,debt_consolidation,0.14,MORTGAGE,3616,9,13923,0,2
4730,10000,9975,0.11,36,debt_consolidation,0.13,RENT,2500,8,14257,0,3
84738,7750,7750,0.06,36,debt_consolidation,0.22,RENT,4766.67,14,4667,3,6
58490,15000,11550,0.14,36,debt_consolidation,0.17,OWN,3333.33,8,10820,0,5
12015,15000,14950,0.12,36,debt_consolidation,0.12,MORTGAGE,5000,9,3470,3,10
71758,25000,25000,0.15,36,debt_consolidation,0.13,RENT,5416.67,10,22824,0,6
19344,15000,14975,0.15,60,debt_consolidation,0.08,MORTGAGE,4407,8,15818,1,n/a
56528,5000,5000,0.16,36,debt_consolidation,0.16,MORTGAGE,8750,12,19598,1,2
17236,5000,5000,0.13,36,wedding,0.17,MORTGAGE,3250,18,4656,0,3
99541,35000,35000,0.15,36,debt_consolidation,0.15,RENT,6666.67,22,33472,0,10
1977,7500,6025,0.15,36,debt_consolidation,0.18,OWN,5000,11,16422,0,1
15197,25000,15675,0.1,60,home_improvement,0.16,MORTGAGE,3333.33,6,22713,1,10
11620,3800,3800,0.11,36,major_purchase,0.15,MORTGAGE,5416.67,11,9266,0,10
73232,2800,2800,0.09,36,other,0.28,RENT,3250,13,22401,0,10
27317,6250,6250,0.07,36,credit_card,0.24,MORTGAGE,2900,13,21536,0,2
38774,18000,17994.46,0.1,36,debt_consolidation,0.12,MORTGAGE,3333.33,13,10416,2,5
73956,6000,6000,0.17,36,debt_consolidation,0.29,RENT,2752.92,12,4569,2,1
77363,20000,20000,0.14,36,debt_consolidation,0.35,MORTGAGE,4583.33,8,6510,1,2
71926,8000,8000,0.11,36,debt_consolidation,0.24,RENT,2666.67,11,10128,0,5
46024,12000,12000,0.07,36,home_improvement,0.05,MORTGAGE,9833.33,15,5584,2,10
11376,24000,7100,0.11,60,home_improvement,0.12,OWN,5686.67,6,1726,2,2
13393,3000,2925,0.11,36,debt_consolidation,0.09,RENT,4900,6,3996,1,10
26533,5000,5000,0.07,36,major_purchase,0.09,MORTGAGE,3750,12,3998,0,6
48955,21850,21800,0.14,60,debt_consolidation,0.18,RENT,3750,5,7102,0,3
95456,21850,21850,0.23,60,medical,0.27,MORTGAGE,5833.33,21,29643,2,3
102846,10000,7586.93,0.13,36,credit_card,0.14,MORTGAGE,6666.67,8,126402,2,9
2074,15000,10150.07,0.16,36,other,0.03,OWN,2500,6,3004,2,1
23197,9600,9600,0.07,36,other,0.1,RENT,6048,7,15700,0,7
44626,25000,24975,0.21,36,credit_card,0.15,RENT,7301.58,18,21675,0,4
10262,25000,14401.65,0.11,60,home_improvement,0.05,MORTGAGE,3333.33,9,3367,3,2
37041,30000,29950,0.08,36,home_improvement,0,RENT,13416.67,9,2174,3,10
24376,20000,20000,0.17,60,debt_consolidation,0.07,OWN,4000,6,5845,0,10
57260,14825,14825,0.14,36,small_business,0.1,RENT,2500,8,8073,1,2
81130,8000,8000,0.17,36,debt_consolidation,0.02,MORTGAGE,6000,5,5032,2,10
38892,20000,20000,0.12,36,debt_consolidation,0.15,MORTGAGE,10416.67,12,26179,2,1
35468,7000,7000,0.08,36,medical,0.21,OWN,2300,4,0,0,10
7173,20000,19900,0.11,36,debt_consolidation,0.13,MORTGAGE,2416.67,5,6011,0,1
102295,5000,4500,0.11,36,major_purchase,0,RENT,3166.67,5,4254,5,1
99065,17625,17600,0.13,36,credit_card,0.15,RENT,3333.33,6,20266,0,2
53234,7150,7150,0.13,36,debt_consolidation,0.12,RENT,3666.67,11,10561,1,1
16215,25000,24775,0.1,36,debt_consolidation,0.01,RENT,8533.33,9,28038,0,10
77494,15000,15000,0.14,36,debt_consolidation,0.33,RENT,4500,20,13369,0,1
66072,9000,9000,0.07,36,debt_consolidation,0.14,RENT,4166.67,5,7853,0,1
6976,17600,17600,0.16,36,debt_consolidation,0.17,MORTGAGE,7500,16,14555,0,7
22259,10000,10000,0.13,36,debt_consolidation,0.14,RENT,2500,6,10481,1,1
15470,11200,11000,0.15,60,home_improvement,0.16,MORTGAGE,6750,15,19051,0,4
84805,13225,13225,0.15,36,debt_consolidation,0.27,RENT,5833.33,11,18569,1,10
69014,4000,4000,0.11,36,other,0.34,MORTGAGE,3333.33,12,12922,0,4
26886,12000,11975,0.11,36,credit_card,0.09,MORTGAGE,12083.33,7,43299,2,3
71550,35000,35000,0.19,36,debt_consolidation,0.21,MORTGAGE,13750,38,99549,2,10
8051,25000,17250,0.15,36,debt_consolidation,0.25,RENT,8750,11,20798,1,1
56595,9000,9000,0.06,36,debt_consolidation,0.12,MORTGAGE,5000,13,5224,0,7
48498,18225,18225,0.12,36,debt_consolidation,0.21,MORTGAGE,4850,7,37592,0,3
10737,4750,4750,0.15,36,small_business,0.03,OWN,866.67,6,740,0,n/a
48798,14400,14400,0.07,36,home_improvement,0.07,MORTGAGE,12500,6,1280,0,10
94440,30000,30000,0.24,60,debt_consolidation,0.14,RENT,6928.13,6,28665,1,10
46421,13475,13475,0.12,36,credit_card,0.19,MORTGAGE,2250,3,11674,0,1
90531,10000,10000,0.19,36,other,0.18,MORTGAGE,3750,10,7034,1,6
51302,12000,12000,0.07,36,credit_card,0.09,MORTGAGE,5833.33,9,12028,0,8
28257,6000,6000,0.17,60,debt_consolidation,0.18,RENT,3083,3,1181,0,3
104101,9500,6500,0.07,36,credit_card,0.14,MORTGAGE,7500,13,100233,0,10
12958,12000,11875,0.1,60,credit_card,0.17,MORTGAGE,3791.67,10,59495,1,10
49872,5000,5000,0.09,36,credit_card,0.16,MORTGAGE,6666.67,10,12307,0,7
26290,3600,3600,0.09,36,debt_consolidation,0.03,RENT,1558.33,4,1594,0,3
43703,27000,26993.89,0.14,60,home_improvement,0.18,OWN,4833.33,18,12588,1,7
32985,10000,10000,0.14,36,debt_consolidation,0.11,RENT,7500,6,7778,0,7
80200,5450,5450,0.13,36,medical,0.26,RENT,3500,9,7619,0,1
22130,16000,13613.86,0.15,60,debt_consolidation,0.15,MORTGAGE,3006.44,10,11011,0,10
74163,9750,9750,0.17,36,debt_consolidation,0.22,RENT,2817.5,12,6324,1,1
35740,30000,30000,0.08,36,major_purchase,0.01,OWN,10416.67,6,740,0,5
74713,14000,13975,0.12,36,other,0.03,MORTGAGE,6250,14,7085,1,10
52405,8500,8500,0.07,36,debt_consolidation,0.05,MORTGAGE,4166.67,8,7114,0,10
54513,14400,14400,0.08,36,wedding,0.18,RENT,13100,11,14550,0,4
10293,8000,8000,0.07,36,debt_consolidation,0.02,RENT,3750,6,3381,0,1
66880,12000,12000,0.13,36,debt_consolidation,0.06,RENT,13166.67,8,8426,0,5
96709,10400,10350,0.13,36,debt_consolidation,0.08,OWN,6166.67,10,14193,0,7
84273,21000,21000,0.19,60,home_improvement,0.11,MORTGAGE,10250,12,38820,0,10
6120,6000,5925,0.12,36,debt_consolidation,0.03,RENT,6333.33,13,7269,0,4
48166,10800,10800,0.14,60,car,0.01,RENT,7500,4,1577,0,1
67265,2100,2100,0.14,36,major_purchase,0.04,OWN,1000,13,893,1,1
41102,4000,4000,0.06,36,other,0.15,MORTGAGE,6583.33,6,63294,0,10
47422,3500,3500,0.08,36,debt_consolidation,0.21,RENT,4333.33,9,11538,0,6
6039,24250,23811.24,0.13,36,home_improvement,0.13,OWN,18750,10,121563,1,10
62856,19000,19000,0.14,60,credit_card,0.16,MORTGAGE,5000,8,20918,0,10
7020,10500,10477.85,0.15,36,credit_card,0.14,RENT,3083.33,8,14726,0,10
92641,2500,2500,0.18,36,debt_consolidation,0.22,MORTGAGE,3916.67,7,14892,2,6
7953,16000,16000,0.15,36,debt_consolidation,0.09,RENT,5416.67,9,15518,0,10
101568,3000,1300,0.14,36,debt_consolidation,0.19,RENT,1000,12,2545,4,1
27693,10000,10000,0.05,36,credit_card,0.1,MORTGAGE,7500,11,11532,0,9
70029,7100,7100,0.14,36,credit_card,0.19,RENT,4166.67,13,6788,2,2
3492,12500,12425,0.09,36,home_improvement,0.12,MORTGAGE,4166.67,7,1052,0,2
45115,1700,1700,0.14,36,car,0.21,OWN,1200,10,7382,0,4
96928,4000,4000,0.11,36,debt_consolidation,0.12,MORTGAGE,6666.67,7,7153,0,5
51257,18225,18225,0.18,36,debt_consolidation,0.23,RENT,3083.33,6,17128,1,3
92820,30000,30000,0.16,60,major_purchase,0.2,RENT,13666.67,14,39059,1,1
17826,10000,10000,0.07,36,home_improvement,0.17,RENT,6916.67,6,10302,0,3
66186,6000,6000,0.08,36,credit_card,0.03,RENT,7500,5,6394,0,2
73450,6000,6000,0.12,36,major_purchase,0.07,MORTGAGE,5000,6,14045,0,2
96780,6000,6000,0.16,36,debt_consolidation,0.2,OWN,1666.67,7,5291,0,1
62089,7000,7000,0.18,36,debt_consolidation,0.18,RENT,4750,11,12307,1,1
60963,10000,10000,0.15,36,credit_card,0.1,OWN,4166.67,11,11551,0,4
8291,3250,3250,0.13,36,debt_consolidation,0.21,MORTGAGE,5000,12,20564,0,3
100221,30000,29950,0.2,60,debt_consolidation,0.22,RENT,10416.67,11,61661,1,7
22790,21000,21000,0.11,36,small_business,0.17,MORTGAGE,18750,13,120538,0,10
93403,11000,11000,0.08,36,debt_consolidation,0.12,OWN,7666.67,6,12461,1,7
7687,5500,5400,0.07,36,credit_card,0.2,MORTGAGE,3916.67,15,10254,1,1
59279,15000,15000,0.08,36,debt_consolidation,0.06,RENT,2916.67,13,14290,1,9
32146,20000,17890.7,0.2,60,debt_consolidation,0.17,MORTGAGE,7916.67,17,39621,1,6
311,7200,6250,0.08,36,debt_consolidation,0.17,MORTGAGE,5100,4,9366,4,10
38432,4000,4000,0.19,60,debt_consolidation,0.19,RENT,4000,9,16543,2,6
59266,20000,20000,0.09,36,debt_consolidation,0.11,MORTGAGE,7083.33,13,28324,2,10
75012,15000,15000,0.12,36,credit_card,0.19,RENT,5000,18,13830,0,10
4502,8000,7825,0.12,36,credit_card,0.08,RENT,5417,5,43799,2,1
21574,15000,14900,0.2,60,credit_card,0.17,MORTGAGE,5833.33,14,8587,2,3
93066,8000,8000,0.11,36,debt_consolidation,0.12,RENT,7000,7,4729,1,3
100114,20675,20675,0.14,36,credit_card,0.23,MORTGAGE,4333.33,12,8393,1,10
92036,30000,30000,0.15,60,credit_card,0.17,MORTGAGE,8500,10,33770,0,6
21190,12000,11875,0.08,36,debt_consolidation,0.13,MORTGAGE,5416.67,8,9993,2,3
30864,5000,5000,0.1,36,wedding,0.21,RENT,5316.67,7,23818,0,7
68722,4750,4750,0.09,36,home_improvement,0.01,OWN,2833.33,2,767,0,9
57199,6500,6500,0.12,36,credit_card,0.25,OWN,3500,7,6948,0,1
30560,21600,20550,0.11,36,major_purchase,0.09,MORTGAGE,9000,16,43362,0,10
3656,1900,1900,0.13,36,home_improvement,0.23,MORTGAGE,2860,9,24209,2,1
45245,6000,6000,0.08,36,house,0.07,RENT,10416.67,9,20592,0,10
45994,8500,8500,0.08,36,credit_card,0.14,RENT,4333.33,11,15284,0,4
60625,9250,9250,0.12,36,debt_consolidation,0.29,MORTGAGE,3333.33,10,5440,0,10
33630,1875,1875,0.13,36,credit_card,0.19,RENT,1200,8,5342,2,1
102314,2500,2450,0.13,36,educational,0.04,MORTGAGE,1930.75,4,1548,3,2
